example_id,problem,problem_category,answer,answer_type
879,"I’m trying to figure out which university to enrol in Australia (anywhere, except for the ACT), for social sciences, judging by prestige and graduate outcomes. 

Which university scored in the top 100 overall for social sciences according to the 2023 Times Higher Education Rankings by subject and was amongst the top 5 overall highest scoring Australian universities in the 2023 Times Higher Education World Reputation Rankings? 

Of these, according to 2023 data from the Quality Indicators for Learning and Teaching (QILT)’s Graduate Outcomes Survey (GOS), which one had a full-time undergraduate employment rate of over 80% and the highest median full-time annual undergraduate salary?",Education,Monash University,Single Answer
880,"Using the year 2022, what are the capitals of the two states with the highest percentage of kindergartners enrolled in private schools of the top five states with the highest percentage of kindergartners of total kids enrolled in school in states with kindergarten enrollment over 50,000 students? Use the census.gov website.",Education,"Baton Rouge, Columbia",Set Answer
881,In the 2016 UK local elections on 5th May which unitary authorities that had all of their seats up for election and moved from a minority control to majority control?,Politics & Government,"Bristol City Council, Peterborough City Council",Set Answer
882,"Of the three railroad commissioners of Texas, Christi Craddick, Wayne Christian, Jim Wright, who had the largest margin of victory by vote count over the runner-up when they were originally voted into office as a railroad commissioner?",Politics & Government,Wayne Christian,Single Answer
883,"Between 2014 and 2020, which years did Doctors Without Borders USA increase their total assets according to their statements of financial position? Answer with just a list of the years separated by commas.",Finance & Economics,"2014, 2016, 2017, 2020",Set Answer
884,"Which of the UK-born individuals who won The Nobel Prize in Economic Sciences while being affiliated with a UK based institution, between the inception of the award and the year that the first woman won The Nobel Prize in Economic Sciences, has fewer than 20 ""Articles"" listed on ideas.repec.org that have a publication year prior to the year that they won the award?",Finance & Economics,Richard Stone,Single Answer
885,Who are the people that have received more votes than Winston Peters in his local electorate races since 1996?,Politics & Government,"Bob Clarkson, Simon Bridges, Matt King",Set Answer
886,I'm writing a sci fi book. I don't want the ships in the story to travel faster than half light speed. I want it to take place at a star that can be reached within a 25 year journey. As of 2023 I don't want it to have any known planets. I want it to be at least as massive as the sun and I don't want it to be the closest star or the brightest star in the sky. What constellation would it be in? Use data from the Planetary Habitability Laboratory at Aricebo for stellar masses and distances.,Science,Canis Minor,Single Answer
887,"Of countries that were founding members of the IAEA, produced between 50,000 and 400,000 GW-HR in 2021 according to the NEI, are NATO member states as of 2024, have more than 6 nuclear reactors as of 2023 according to the IAEA, which had the 3rd highest percentage of female population in 2023 according to the World Bank?",Science,Canada,Single Answer
888,"Which of the 6 winners of the Young Investigator Award for the Flux Society from 2017 to 2022, also served on the program committee for the society's annual congress in either 2020, 2021, or 2022?",Science,"Damien Fair, Leah Somerville, Eva Telzer, Dylan Gee, Kate Mills",Set Answer
889,"According to the United States Federal Reserve, which nations of over 100 million people, whose currency is tracked by the agency, have a yearly average exchange rate above 30, and saw their rates increase from 2020-2023?",Finance & Economics,"India, Japan",Set Answer
890,"According to the SQA, at which qualification level (these are National 5, Higher, Advanced Higher) did FE colleges consistently achieve a higher grade A attainment rate than education authorities from 2019 - 2023?",Education,Advanced Higher,Single Answer
891,"Which cities in Public Health Region 1, excluding the regional headquarters, have DSHS regional offices? Use Texas Health and Human Services.",Health,"Amarillo, Dumas, Hereford, and Pampa.",Set Answer
892,"According to the IUCN red list for 2020, list the near-threatened species that are from the Mediterranean and Black Sea Marine Region and the phylum Mollusca. Present them in a comma-separate list.",Science,None,Set Answer
893,"Using https://www.boxofficemojo.com, find which film was directed by the youngest director out of the top 5 domestic earning films in 2022 that made over $700,000 on opening in Portugal, and under $200,000 on opening in Lithuania.",Media & Entertainment,Black Panther: Wakanda Forever,Single Answer
894,"According to https://historical.elections.virginia.gov/, what was the name of the candidate who received the most votes? And which 3 precincts/voting districts belonging to the city/county that had the most votes allocated in the election had the largest impact on the election results, referring to their individual number of votes allotted per precinct, of the 2015 Senate of Virginia Democratic Primary election in District 29?",Politics & Government,"Jeremy Scott McPike
Rosa Parks (152), King (147), Beville (179)",Set Answer
895,"Using official UK government sources, find the elected MPs from the 2019 Bristol constituencies that received a vote share above 50%, what are the universities each of the MPs attended as of 2024?",Politics & Government,"Kerry McCarthy: University of Liverpool, City of London Polytechnic, Karin Smyth: University of East Anglia, University of Bath, Thangam Debbonaire: Royal College of Music, University of Oxford, University of Bristol",Set Answer
896,"For the year ended December 2023, among Domino's Pizza, Restaurant Brands, Yum! Brands, and Wingstop which company had the highest EBITDA(Earnings Before Interest, Taxes, Depreciation, and Amortization)/Interest Expense ratio? Use the SEC website and filings.",Finance & Economics,Wingstop Inc.,Single Answer
