,problem,answer,wikipedia_link_1,wikipedia_link_2,wikipedia_link_3,wikipedia_link_4,wikipedia_link_5,wikipedia_link_6,wikipedia_link_7,wikipedia_link_8,wikipedia_link_9,wikipedia_link_10,wikipedia_link_11+,reasoning_types,wiki_links
699,"As of August 3 2024, which surviving building of the World's Columbian Exposition of 1893 sits on the same street as a skyscraper over 1,000 feet tall? Give the surviving building's current name.",Art Institute of Chicago,https://en.wikipedia.org/wiki/World%27s_Columbian_Exposition,https://en.wikipedia.org/wiki/Art_Institute_of_Chicago,https://en.wikipedia.org/wiki/John_Hancock_Center,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/World%27s_Columbian_Exposition', 'https://en.wikipedia.org/wiki/Art_Institute_of_Chicago', 'https://en.wikipedia.org/wiki/John_Hancock_Center']"
700,How many more wins did the team with the number one seed from the NBA Western Conference in the 2020-2021 season have than the team with the fifth seed from the NBA Western Conference in the 2019-2020 season?,8,https://en.wikipedia.org/wiki/2020%E2%80%9321_NBA_season,https://en.wikipedia.org/wiki/2019%E2%80%9320_NBA_season,,,,,,,,,,Numerical reasoning | Tabular reasoning,"['https://en.wikipedia.org/wiki/2020%E2%80%9321_NBA_season', 'https://en.wikipedia.org/wiki/2019%E2%80%9320_NBA_season']"
701,"Cut It by O.T Genasis was released in 2015. What is the name of the streaming service that exclusively hosted the music video of the song that ranked one position above ""Cut It"" on the US Billboard Hot 100 of 2016?",Tidal,https://en.wikipedia.org/wiki/Cut_It,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2016,https://en.wikipedia.org/wiki/No_Limit_(Usher_song),,,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Cut_It', 'https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2016', 'https://en.wikipedia.org/wiki/No_Limit_(Usher_song)']"
702,An episode of the first season of the show Digimon had an English air date exactly 2 years before 9/11 - what Digimon destroyed the Black Gear in that episode?,Kabuterimon,https://en.wikipedia.org/wiki/Digimon,https://en.wikipedia.org/wiki/Digimon_Adventure_(1999_TV_series),https://en.wikipedia.org/wiki/List_of_Digimon_Adventure_(1999_TV_series)_episodes,https://en.wikipedia.org/wiki/September_11_attacks,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Digimon', 'https://en.wikipedia.org/wiki/Digimon_Adventure_(1999_TV_series)', 'https://en.wikipedia.org/wiki/List_of_Digimon_Adventure_(1999_TV_series)_episodes', 'https://en.wikipedia.org/wiki/September_11_attacks']"
703,How many years after Prohibition ended was Gone With The Wind released?,6 years.,https://en.wikipedia.org/wiki/Prohibition_in_the_United_States,https://en.wikipedia.org/wiki/Gone_with_the_Wind_(film),,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Prohibition_in_the_United_States', 'https://en.wikipedia.org/wiki/Gone_with_the_Wind_(film)']"
704,Who was on the British throne when the England Men’s Cricket Team first beat Australia in a Test Series?,"Queen Victoria, 1882.",https://en.wikipedia.org/wiki/The_Ashes,https://en.wikipedia.org/wiki/List_of_British_monarchs,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/The_Ashes', 'https://en.wikipedia.org/wiki/List_of_British_monarchs']"
705,How many years had the then-Prime Minister of France been in office as PM when the first Shelby GT500 was built?,5,https://en.wikipedia.org/wiki/Shelby_Mustang,https://en.wikipedia.org/wiki/Georges_Pompidou,,,,,,,,,,Numerical reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Shelby_Mustang', 'https://en.wikipedia.org/wiki/Georges_Pompidou']"
706,Azamat Satybaldy's appearance in the film Road to Mother occurred in the same year as the Trace Gas Orbiter's launch from what location?,Baikonur Cosmodrome,https://en.wikipedia.org/wiki/Azamat_Satybaldy,https://en.wikipedia.org/wiki/Trace_Gas_Orbiter,,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/Azamat_Satybaldy', 'https://en.wikipedia.org/wiki/Trace_Gas_Orbiter']"
707,Who was the winner of the Nobel Peace Prize the year that U.S. President Barack Obama awarded baseball player Willie Mays the Presidential Medal of Freedom?,The Tunisian National Dialogue Quartet,https://en.wikipedia.org/wiki/Presidential_Medal_of_Freedom,https://en.wikipedia.org/wiki/Willie_Mays,https://en.wikipedia.org/wiki/Nobel_Peace_Prize,https://en.wikipedia.org/wiki/List_of_Nobel_Peace_Prize_laureates,https://en.wikipedia.org/wiki/Tunisian_National_Dialogue_Quartet,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Presidential_Medal_of_Freedom', 'https://en.wikipedia.org/wiki/Willie_Mays', 'https://en.wikipedia.org/wiki/Nobel_Peace_Prize', 'https://en.wikipedia.org/wiki/List_of_Nobel_Peace_Prize_laureates', 'https://en.wikipedia.org/wiki/Tunisian_National_Dialogue_Quartet']"
708,"What song did Christina Aguilera release after Britney Spears released ""...Baby One More Time.""?",Genie in a Bottle ,https://en.wikipedia.org/wiki/...Baby_One_More_Time_(song),https://en.wikipedia.org/wiki/List_of_songs_recorded_by_Christina_Aguilera,https://en.wikipedia.org/wiki/Genie_in_a_Bottle,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/...Baby_One_More_Time_(song)', 'https://en.wikipedia.org/wiki/List_of_songs_recorded_by_Christina_Aguilera', 'https://en.wikipedia.org/wiki/Genie_in_a_Bottle']"
709,"What primate species, known for its large population in China and presence in Florida, could potentially carry the Herpes B virus?",Rhesus Macaques,https://en.wikipedia.org/wiki/Wildlife_of_China,https://en.wikipedia.org/wiki/Macaque,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Wildlife_of_China', 'https://en.wikipedia.org/wiki/Macaque']"
710,What drug did the male founder of the company that first cloned a U.S. endangered species help study with the International Foundation for Advanced Study?,LSD,https://en.wikipedia.org/wiki/Elizabeth_Ann,https://en.wikipedia.org/wiki/Revive_%26_Restore,https://en.wikipedia.org/wiki/Stewart_Brand,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Elizabeth_Ann', 'https://en.wikipedia.org/wiki/Revive_%26_Restore', 'https://en.wikipedia.org/wiki/Stewart_Brand']"
711,What made-for-TV movie did Dolly Parton have a role in the same year that Dolly the sheep was cloned?,"In 1996, the year Dolly the sheep was cloned, Dolly Parton had a role in the made-for-tv movie ""Unlikely Angel"".",https://en.wikipedia.org/wiki/Dolly_(sheep),https://en.wikipedia.org/wiki/Dolly_Parton,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Dolly_(sheep)', 'https://en.wikipedia.org/wiki/Dolly_Parton']"
712,"Before the COVID-19 pandemic, how many Juno Awards nominations did the Saskatoon bands The Northern Pikes, Wide Mouth Mason, and The Sheepdogs have combined?",18,https://en.wikipedia.org/wiki/The_Northern_Pikes,https://en.wikipedia.org/wiki/Wide_Mouth_Mason,https://en.wikipedia.org/wiki/The_Sheepdogs,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/The_Northern_Pikes', 'https://en.wikipedia.org/wiki/Wide_Mouth_Mason', 'https://en.wikipedia.org/wiki/The_Sheepdogs']"
713,How many years did Cardi B's rap career overlap with Tupac's rap career?,Zero,https://en.wikipedia.org/wiki/Cardi_B,https://en.wikipedia.org/wiki/Tupac_Shakur,,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Cardi_B', 'https://en.wikipedia.org/wiki/Tupac_Shakur']"
714,What date did the Lego Avatar theme debut? How many years are there between the release of the original movie and the release of the Lego theme?,"The debut date was October 1st, 2022. It debuted 13 years after the release of the movie.",https://en.wikipedia.org/wiki/Lego_Avatar,https://en.wikipedia.org/wiki/Avatar_(franchise),,,,,,,,,,Numerical reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Lego_Avatar', 'https://en.wikipedia.org/wiki/Avatar_(franchise)']"
715,"What year did the author of ""The Conquest for Bread"" write about ""Mutual Aid""? Who was the author?","Peter Kropotkin wrote the series of essays ""Mutual Aid"" in 1902.",https://en.wikipedia.org/wiki/The_Conquest_of_Bread,https://en.wikipedia.org/wiki/Peter_Kropotkin,https://en.wikipedia.org/wiki/Mutual_Aid:_A_Factor_of_Evolution,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/The_Conquest_of_Bread', 'https://en.wikipedia.org/wiki/Peter_Kropotkin', 'https://en.wikipedia.org/wiki/Mutual_Aid:_A_Factor_of_Evolution']"
716,"What were the last names of the players selected for the Pro Bowl from the NFL team that was featured in the movie ""Ace Ventura: Pet Detective""? Base the answer on the following specifications:  -- These players were on the team while Wayne Huizenga was the owner  -- The team that these players were on achieved a 10-6 regular season record while still making the playoffs during their Pro Bowl season","Bowens, Thomas, & Madison ",https://en.wikipedia.org/wiki/Ace_Ventura:_Pet_Detective,https://en.wikipedia.org/wiki/Miami_Dolphins,https://en.wikipedia.org/wiki/1995_Miami_Dolphins_season,https://en.wikipedia.org/wiki/1997_Miami_Dolphins_season,https://en.wikipedia.org/wiki/1998_Miami_Dolphins_season,https://en.wikipedia.org/wiki/1999_Miami_Dolphins_season,https://en.wikipedia.org/wiki/2000_Miami_Dolphins_season,https://en.wikipedia.org/wiki/2001_Miami_Dolphins_season,https://en.wikipedia.org/wiki/2008_Miami_Dolphins_season,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Ace_Ventura:_Pet_Detective', 'https://en.wikipedia.org/wiki/Miami_Dolphins', 'https://en.wikipedia.org/wiki/1995_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/1997_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/1998_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/1999_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/2000_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/2001_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/2008_Miami_Dolphins_season']"
717,"Who placed 2nd and 3rd against Katharina Molitor in her World Winning Championship, and what was the difference between the final gold and silver throws, and silver and bronze throws?",Katharina Molitor - 67.69m 1.56m difference Lü Huihui - 66.13m 0.34m difference Sunette Viljoen - 65.79m,https://en.wikipedia.org/wiki/Katharina_Molitor,https://en.wikipedia.org/wiki/2015_World_Championships_in_Athletics_%E2%80%93_Women%27s_javelin_throw,,,,,,,,,,Numerical reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Katharina_Molitor', 'https://en.wikipedia.org/wiki/2015_World_Championships_in_Athletics_%E2%80%93_Women%27s_javelin_throw']"
718,How many years had passed since the Commonwealth of Pennsylvania was admitted to the Union by the time Rep. Robert D. Heaton was born?,85,https://en.wikipedia.org/wiki/Pennsylvania,https://en.wikipedia.org/wiki/Robert_D._Heaton,,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Pennsylvania', 'https://en.wikipedia.org/wiki/Robert_D._Heaton']"
719,Who was the president of the United States when the resort housing the BomBora steel roller coaster first opened?,Grover Cleveland,https://en.wikipedia.org/wiki/BomBora_(Lagoon),https://en.wikipedia.org/wiki/Lagoon_(amusement_park),https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/BomBora_(Lagoon)', 'https://en.wikipedia.org/wiki/Lagoon_(amusement_park)', 'https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States']"
720,Which movie starring Meryl Streep was nominated for Best Picture at the Academy Awards the year that the Pioneer 11 visited Saturn?,Kramer vs. Kramer,https://en.wikipedia.org/wiki/Meryl_Streep,https://en.wikipedia.org/wiki/Kramer_vs._Kramer,https://en.wikipedia.org/wiki/Pioneer_11,https://en.wikipedia.org/wiki/The_Seduction_of_Joe_Tynan#Awards,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Meryl_Streep', 'https://en.wikipedia.org/wiki/Kramer_vs._Kramer', 'https://en.wikipedia.org/wiki/Pioneer_11', 'https://en.wikipedia.org/wiki/The_Seduction_of_Joe_Tynan#Awards']"
721,"In 1973, Edward Fox starred in The Day of the Jackal. He beat out a James Bond actor to the part, but what was the name of another James Bond actor he appeared with in an 'unofficial' 80s Bond film?",Sean Connery,https://en.wikipedia.org/wiki/The_Day_of_the_Jackal_(film),https://en.wikipedia.org/wiki/Edward_Fox_(actor),https://en.wikipedia.org/wiki/Roger_Moore,https://en.wikipedia.org/wiki/Never_Say_Never_Again,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/The_Day_of_the_Jackal_(film)', 'https://en.wikipedia.org/wiki/Edward_Fox_(actor)', 'https://en.wikipedia.org/wiki/Roger_Moore', 'https://en.wikipedia.org/wiki/Never_Say_Never_Again']"
722,"In September 1607, two Earls and their followers left Rathmullan for Rome. The event was first called a ""flight"" in a book published in 1868. What is the name of the book?","The Fate and Fortunes of Hugh O'Neill, Earl of Tyrone and Rory O'Donnel, Earl of Tyrconnel; their flight from Ireland, and death in exile (or ""Fate and Fortunes of the Earls of Tyrone and Tyrconnell"") by Charles Patrick Meehan",https://en.wikipedia.org/wiki/Rathmullan,https://en.wikipedia.org/wiki/Flight_of_the_Earls#Journey,https://en.wikipedia.org/wiki/Charles_Patrick_Meehan,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Rathmullan', 'https://en.wikipedia.org/wiki/Flight_of_the_Earls#Journey', 'https://en.wikipedia.org/wiki/Charles_Patrick_Meehan']"
723,The flavored ice brand Slush Puppie is actually named after a food made from cornmeal-batter. That food was itself originally named after a fish native to South Carolina. What’s the genus name of the fish?,Moxostoma,https://en.wikipedia.org/wiki/Slush_Puppie,https://en.wikipedia.org/wiki/Hushpuppy,https://en.wikipedia.org/wiki/Moxostoma,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Slush_Puppie', 'https://en.wikipedia.org/wiki/Hushpuppy', 'https://en.wikipedia.org/wiki/Moxostoma']"
724,Gifts to children from Krampus are principally composed of what element?,Krampus may give children a wooden rute or coal. They are both mostly composed of carbon.,https://en.m.wikipedia.org/wiki/Krampus,https://en.m.wikipedia.org/wiki/Coal,https://en.m.wikipedia.org/wiki/Wood,,,,,,,,,Multiple constraints,"['https://en.m.wikipedia.org/wiki/Krampus', 'https://en.m.wikipedia.org/wiki/Coal', 'https://en.m.wikipedia.org/wiki/Wood']"
725,"As noted in the 2020 census, what is the population of the county in which Waterville, Maine, resides?","123,642","https://en.wikipedia.org/wiki/Waterville,_Maine","https://en.wikipedia.org/wiki/Kennebec_County,_Maine",,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Waterville,_Maine', 'https://en.wikipedia.org/wiki/Kennebec_County,_Maine']"
726,How many years apart were the Canadian Museum of History and the National Gallery of Canada established?,24 years,https://en.wikipedia.org/wiki/Canadian_Museum_of_History,https://en.wikipedia.org/wiki/National_Gallery_of_Canada,,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Canadian_Museum_of_History', 'https://en.wikipedia.org/wiki/National_Gallery_of_Canada']"
727,"Who was the team manager for Lee Jae-won's only football season as of January 1, 2024?",Yasuyuki Kishino,"https://en.wikipedia.org/wiki/Lee_Jae-won_(footballer,_born_1992)",https://en.wikipedia.org/wiki/2015_J3_League,https://en.wikipedia.org/wiki/Kataller_Toyama,,,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Lee_Jae-won_(footballer,_born_1992)', 'https://en.wikipedia.org/wiki/2015_J3_League', 'https://en.wikipedia.org/wiki/Kataller_Toyama']"
728,What medal was won in 1979 by the famous physicist who attended the oldest college in London?,Albert Einstein medal,https://en.wikipedia.org/wiki/University_of_Oxford#Mathematics_and_sciences,https://en.wikipedia.org/wiki/Stephen_Hawking#1975%E2%80%931990,https://en.wikipedia.org/wiki/Albert_Einstein_Medal,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/University_of_Oxford#Mathematics_and_sciences', 'https://en.wikipedia.org/wiki/Stephen_Hawking#1975%E2%80%931990', 'https://en.wikipedia.org/wiki/Albert_Einstein_Medal']"
729,"What is the name of the ""pseudo label"" that collected the early collaborations of English architect Sir Peter Cook's son? ",Gamsonite,https://en.wikipedia.org/wiki/Peter_Cook_(architect),https://en.wikipedia.org/wiki/A._G._Cook,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Peter_Cook_(architect)', 'https://en.wikipedia.org/wiki/A._G._Cook']"
730,Who won the third-place playoff at the UEFA World Cup while Donald Trump was in office as the 45th President of the United States?,Belgium,https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States,https://en.wikipedia.org/wiki/FIFA_World_Cup,,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States', 'https://en.wikipedia.org/wiki/FIFA_World_Cup']"
